Date,Country,Geo,Term,Interest
2025-06-01,Netherlands,NL,loonstijging + salarisstijging,100
2025-07-01,Netherlands,NL,loonstijging + salarisstijging,99.52
2025-08-01,Netherlands,NL,loonstijging + salarisstijging,98.64
2025-09-01,Netherlands,NL,loonstijging + salarisstijging,96.74
2025-10-01,Netherlands,NL,loonstijging + salarisstijging,93.83
2025-11-01,Netherlands,NL,loonstijging + salarisstijging,90.89
2025-12-01,Netherlands,NL,loonstijging + salarisstijging,87.44
2026-01-01,Netherlands,NL,loonstijging + salarisstijging,84.03
2026-02-01,Netherlands,NL,loonstijging + salarisstijging,81.59
2026-03-01,Netherlands,NL,loonstijging + salarisstijging,80.6
2026-04-01,Netherlands,NL,loonstijging + salarisstijging,81.56
2026-05-01,Netherlands,NL,loonstijging + salarisstijging,82.53
2026-06-01,Netherlands,NL,loonstijging + salarisstijging,82.05
2026-07-01,Netherlands,NL,loonstijging + salarisstijging,81.56
2026-08-01,Netherlands,NL,loonstijging + salarisstijging,81.12
2004-01-01,Netherlands,NL,loonsverhoging + salarisverhoging,3.83
2004-02-01,Netherlands,NL,loonsverhoging + salarisverhoging,1.26
2004-03-01,Netherlands,NL,loonsverhoging + salarisverhoging,1.17
2004-04-01,Netherlands,NL,loonsverhoging + salarisverhoging,1.36
2004-05-01,Netherlands,NL,loonsverhoging + salarisverhoging,0.95
2004-06-01,Netherlands,NL,loonsverhoging + salarisverhoging,0.52
2004-07-01,Netherlands,NL,loonsverhoging + salarisverhoging,0.44
2004-08-01,Netherlands,NL,loonsverhoging + salarisverhoging,0.47
2004-09-01,Netherlands,NL,loonsverhoging + salarisverhoging,0.34
2004-10-01,Netherlands,NL,loonsverhoging + salarisverhoging,0.08
2004-11-01,Netherlands,NL,loonsverhoging + salarisverhoging,0
2004-12-01,Netherlands,NL,loonsverhoging + salarisverhoging,0.14
2005-01-01,Netherlands,NL,loonsverhoging + salarisverhoging,0.06
2005-02-01,Netherlands,NL,loonsverhoging + salarisverhoging,0.74
2005-03-01,Netherlands,NL,loonsverhoging + salarisverhoging,1.09
2005-04-01,Netherlands,NL,loonsverhoging + salarisverhoging,1.29
2005-05-01,Netherlands,NL,loonsverhoging + salarisverhoging,1.95
2005-06-01,Netherlands,NL,loonsverhoging + salarisverhoging,2.65
2005-07-01,Netherlands,NL,loonsverhoging + salarisverhoging,3.14
2005-08-01,Netherlands,NL,loonsverhoging + salarisverhoging,3.82
2005-09-01,Netherlands,NL,loonsverhoging + salarisverhoging,4.7
2005-10-01,Netherlands,NL,loonsverhoging + salarisverhoging,5.65
2005-11-01,Netherlands,NL,loonsverhoging + salarisverhoging,6.45
2005-12-01,Netherlands,NL,loonsverhoging + salarisverhoging,7.13
2006-01-01,Netherlands,NL,loonsverhoging + salarisverhoging,7.7
2006-02-01,Netherlands,NL,loonsverhoging + salarisverhoging,7.82
2006-03-01,Netherlands,NL,loonsverhoging + salarisverhoging,7.74
2006-04-01,Netherlands,NL,loonsverhoging + salarisverhoging,7.69
2006-05-01,Netherlands,NL,loonsverhoging + salarisverhoging,7.64
2006-06-01,Netherlands,NL,loonsverhoging + salarisverhoging,7.91
2006-07-01,Netherlands,NL,loonsverhoging + salarisverhoging,8.32
2006-08-01,Netherlands,NL,loonsverhoging + salarisverhoging,8.47
2006-09-01,Netherlands,NL,loonsverhoging + salarisverhoging,8.57
2006-10-01,Netherlands,NL,loonsverhoging + salarisverhoging,8.69
2006-11-01,Netherlands,NL,loonsverhoging + salarisverhoging,8.77
2006-12-01,Netherlands,NL,loonsverhoging + salarisverhoging,8.78
2007-01-01,Netherlands,NL,loonsverhoging + salarisverhoging,8.79
2007-02-01,Netherlands,NL,loonsverhoging + salarisverhoging,9.11
2007-03-01,Netherlands,NL,loonsverhoging + salarisverhoging,9.91
2007-04-01,Netherlands,NL,loonsverhoging + salarisverhoging,10.75
2007-05-01,Netherlands,NL,loonsverhoging + salarisverhoging,11.37
2007-06-01,Netherlands,NL,loonsverhoging + salarisverhoging,11.76
2007-07-01,Netherlands,NL,loonsverhoging + salarisverhoging,12.05
2007-08-01,Netherlands,NL,loonsverhoging + salarisverhoging,12.24
2007-09-01,Netherlands,NL,loonsverhoging + salarisverhoging,12.54
2007-10-01,Netherlands,NL,loonsverhoging + salarisverhoging,13.24
2007-11-01,Netherlands,NL,loonsverhoging + salarisverhoging,14.12
2007-12-01,Netherlands,NL,loonsverhoging + salarisverhoging,14.93
2008-01-01,Netherlands,NL,loonsverhoging + salarisverhoging,15.61
2008-02-01,Netherlands,NL,loonsverhoging + salarisverhoging,15.99
2008-03-01,Netherlands,NL,loonsverhoging + salarisverhoging,16.41
2008-04-01,Netherlands,NL,loonsverhoging + salarisverhoging,17.08
2008-05-01,Netherlands,NL,loonsverhoging + salarisverhoging,17.6
2008-06-01,Netherlands,NL,loonsverhoging + salarisverhoging,17.85
2008-07-01,Netherlands,NL,loonsverhoging + salarisverhoging,18.13
2008-08-01,Netherlands,NL,loonsverhoging + salarisverhoging,18.47
2008-09-01,Netherlands,NL,loonsverhoging + salarisverhoging,18.52
2008-10-01,Netherlands,NL,loonsverhoging + salarisverhoging,18.08
2008-11-01,Netherlands,NL,loonsverhoging + salarisverhoging,17.46
2008-12-01,Netherlands,NL,loonsverhoging + salarisverhoging,16.97
2009-01-01,Netherlands,NL,loonsverhoging + salarisverhoging,16.69
2009-02-01,Netherlands,NL,loonsverhoging + salarisverhoging,16.45
2009-03-01,Netherlands,NL,loonsverhoging + salarisverhoging,15.89
2009-04-01,Netherlands,NL,loonsverhoging + salarisverhoging,14.95
2009-05-01,Netherlands,NL,loonsverhoging + salarisverhoging,14.08
2009-06-01,Netherlands,NL,loonsverhoging + salarisverhoging,13.48
2009-07-01,Netherlands,NL,loonsverhoging + salarisverhoging,12.94
2009-08-01,Netherlands,NL,loonsverhoging + salarisverhoging,12.49
2009-09-01,Netherlands,NL,loonsverhoging + salarisverhoging,12.19
2009-10-01,Netherlands,NL,loonsverhoging + salarisverhoging,11.98
2009-11-01,Netherlands,NL,loonsverhoging + salarisverhoging,11.82
2009-12-01,Netherlands,NL,loonsverhoging + salarisverhoging,11.47
2010-01-01,Netherlands,NL,loonsverhoging + salarisverhoging,10.92
2010-02-01,Netherlands,NL,loonsverhoging + salarisverhoging,10.62
2010-03-01,Netherlands,NL,loonsverhoging + salarisverhoging,10.54
2010-04-01,Netherlands,NL,loonsverhoging + salarisverhoging,10.47
2010-05-01,Netherlands,NL,loonsverhoging + salarisverhoging,10.51
2010-06-01,Netherlands,NL,loonsverhoging + salarisverhoging,10.57
2010-07-01,Netherlands,NL,loonsverhoging + salarisverhoging,10.59
2010-08-01,Netherlands,NL,loonsverhoging + salarisverhoging,10.6
2010-09-01,Netherlands,NL,loonsverhoging + salarisverhoging,10.63
2010-10-01,Netherlands,NL,loonsverhoging + salarisverhoging,10.72
2010-11-01,Netherlands,NL,loonsverhoging + salarisverhoging,10.79
2010-12-01,Netherlands,NL,loonsverhoging + salarisverhoging,11.02
2011-01-01,Netherlands,NL,loonsverhoging + salarisverhoging,11.51
2011-02-01,Netherlands,NL,loonsverhoging + salarisverhoging,11.85
2011-03-01,Netherlands,NL,loonsverhoging + salarisverhoging,12
2011-04-01,Netherlands,NL,loonsverhoging + salarisverhoging,12.31
2011-05-01,Netherlands,NL,loonsverhoging + salarisverhoging,12.6
2011-06-01,Netherlands,NL,loonsverhoging + salarisverhoging,12.75
2011-07-01,Netherlands,NL,loonsverhoging + salarisverhoging,12.88
2011-08-01,Netherlands,NL,loonsverhoging + salarisverhoging,12.91
2011-09-01,Netherlands,NL,loonsverhoging + salarisverhoging,12.88
2011-10-01,Netherlands,NL,loonsverhoging + salarisverhoging,12.92
2011-11-01,Netherlands,NL,loonsverhoging + salarisverhoging,13.06
2011-12-01,Netherlands,NL,loonsverhoging + salarisverhoging,13.15
2012-01-01,Netherlands,NL,loonsverhoging + salarisverhoging,13.03
2012-02-01,Netherlands,NL,loonsverhoging + salarisverhoging,12.89
2012-03-01,Netherlands,NL,loonsverhoging + salarisverhoging,12.9
2012-04-01,Netherlands,NL,loonsverhoging + salarisverhoging,12.9
2012-05-01,Netherlands,NL,loonsverhoging + salarisverhoging,12.83
2012-06-01,Netherlands,NL,loonsverhoging + salarisverhoging,12.78
2012-07-01,Netherlands,NL,loonsverhoging + salarisverhoging,12.78
2012-08-01,Netherlands,NL,loonsverhoging + salarisverhoging,12.88
2012-09-01,Netherlands,NL,loonsverhoging + salarisverhoging,12.96
2012-10-01,Netherlands,NL,loonsverhoging + salarisverhoging,12.9
2012-11-01,Netherlands,NL,loonsverhoging + salarisverhoging,12.76
2012-12-01,Netherlands,NL,loonsverhoging + salarisverhoging,12.6
2013-01-01,Netherlands,NL,loonsverhoging + salarisverhoging,12.45
2013-02-01,Netherlands,NL,loonsverhoging + salarisverhoging,12.36
2013-03-01,Netherlands,NL,loonsverhoging + salarisverhoging,12.3
2013-04-01,Netherlands,NL,loonsverhoging + salarisverhoging,12.22
2013-05-01,Netherlands,NL,loonsverhoging + salarisverhoging,12.2
2013-06-01,Netherlands,NL,loonsverhoging + salarisverhoging,12.2
2013-07-01,Netherlands,NL,loonsverhoging + salarisverhoging,12.11
2013-08-01,Netherlands,NL,loonsverhoging + salarisverhoging,11.99
2013-09-01,Netherlands,NL,loonsverhoging + salarisverhoging,11.95
2013-10-01,Netherlands,NL,loonsverhoging + salarisverhoging,11.94
2013-11-01,Netherlands,NL,loonsverhoging + salarisverhoging,11.98
2013-12-01,Netherlands,NL,loonsverhoging + salarisverhoging,12.22
2014-01-01,Netherlands,NL,loonsverhoging + salarisverhoging,12.61
2014-02-01,Netherlands,NL,loonsverhoging + salarisverhoging,12.89
2014-03-01,Netherlands,NL,loonsverhoging + salarisverhoging,12.95
2014-04-01,Netherlands,NL,loonsverhoging + salarisverhoging,12.99
2014-05-01,Netherlands,NL,loonsverhoging + salarisverhoging,13.12
2014-06-01,Netherlands,NL,loonsverhoging + salarisverhoging,13.21
2014-07-01,Netherlands,NL,loonsverhoging + salarisverhoging,13.23
2014-08-01,Netherlands,NL,loonsverhoging + salarisverhoging,13.4
2014-09-01,Netherlands,NL,loonsverhoging + salarisverhoging,13.76
2014-10-01,Netherlands,NL,loonsverhoging + salarisverhoging,14.17
2014-11-01,Netherlands,NL,loonsverhoging + salarisverhoging,14.41
2014-12-01,Netherlands,NL,loonsverhoging + salarisverhoging,14.38
2015-01-01,Netherlands,NL,loonsverhoging + salarisverhoging,14.29
2015-02-01,Netherlands,NL,loonsverhoging + salarisverhoging,14.47
2015-03-01,Netherlands,NL,loonsverhoging + salarisverhoging,14.98
2015-04-01,Netherlands,NL,loonsverhoging + salarisverhoging,15.48
2015-05-01,Netherlands,NL,loonsverhoging + salarisverhoging,15.77
2015-06-01,Netherlands,NL,loonsverhoging + salarisverhoging,16.44
2015-07-01,Netherlands,NL,loonsverhoging + salarisverhoging,17.77
2015-08-01,Netherlands,NL,loonsverhoging + salarisverhoging,19.04
2015-09-01,Netherlands,NL,loonsverhoging + salarisverhoging,19.99
2015-10-01,Netherlands,NL,loonsverhoging + salarisverhoging,20.89
2015-11-01,Netherlands,NL,loonsverhoging + salarisverhoging,21.84
2015-12-01,Netherlands,NL,loonsverhoging + salarisverhoging,22.9
2016-01-01,Netherlands,NL,loonsverhoging + salarisverhoging,23.99
2016-02-01,Netherlands,NL,loonsverhoging + salarisverhoging,24.72
2016-03-01,Netherlands,NL,loonsverhoging + salarisverhoging,25.04
2016-04-01,Netherlands,NL,loonsverhoging + salarisverhoging,25.4
2016-05-01,Netherlands,NL,loonsverhoging + salarisverhoging,25.84
2016-06-01,Netherlands,NL,loonsverhoging + salarisverhoging,25.69
2016-07-01,Netherlands,NL,loonsverhoging + salarisverhoging,24.69
2016-08-01,Netherlands,NL,loonsverhoging + salarisverhoging,23.47
2016-09-01,Netherlands,NL,loonsverhoging + salarisverhoging,22.35
2016-10-01,Netherlands,NL,loonsverhoging + salarisverhoging,21.39
2016-11-01,Netherlands,NL,loonsverhoging + salarisverhoging,20.8
2016-12-01,Netherlands,NL,loonsverhoging + salarisverhoging,20.31
2017-01-01,Netherlands,NL,loonsverhoging + salarisverhoging,19.69
2017-02-01,Netherlands,NL,loonsverhoging + salarisverhoging,19.25
2017-03-01,Netherlands,NL,loonsverhoging + salarisverhoging,19.16
2017-04-01,Netherlands,NL,loonsverhoging + salarisverhoging,19.08
2017-05-01,Netherlands,NL,loonsverhoging + salarisverhoging,18.97
2017-06-01,Netherlands,NL,loonsverhoging + salarisverhoging,19.1
2017-07-01,Netherlands,NL,loonsverhoging + salarisverhoging,19.67
2017-08-01,Netherlands,NL,loonsverhoging + salarisverhoging,20.51
2017-09-01,Netherlands,NL,loonsverhoging + salarisverhoging,21.4
2017-10-01,Netherlands,NL,loonsverhoging + salarisverhoging,22.28
2017-11-01,Netherlands,NL,loonsverhoging + salarisverhoging,22.84
2017-12-01,Netherlands,NL,loonsverhoging + salarisverhoging,23.05
2018-01-01,Netherlands,NL,loonsverhoging + salarisverhoging,23.32
2018-02-01,Netherlands,NL,loonsverhoging + salarisverhoging,23.95
2018-03-01,Netherlands,NL,loonsverhoging + salarisverhoging,24.87
2018-04-01,Netherlands,NL,loonsverhoging + salarisverhoging,25.91
2018-05-01,Netherlands,NL,loonsverhoging + salarisverhoging,27.26
2018-06-01,Netherlands,NL,loonsverhoging + salarisverhoging,28.95
2018-07-01,Netherlands,NL,loonsverhoging + salarisverhoging,30.41
2018-08-01,Netherlands,NL,loonsverhoging + salarisverhoging,31.69
2018-09-01,Netherlands,NL,loonsverhoging + salarisverhoging,32.93
2018-10-01,Netherlands,NL,loonsverhoging + salarisverhoging,33.77
2018-11-01,Netherlands,NL,loonsverhoging + salarisverhoging,34.34
2018-12-01,Netherlands,NL,loonsverhoging + salarisverhoging,35.12
2019-01-01,Netherlands,NL,loonsverhoging + salarisverhoging,36.15
2019-02-01,Netherlands,NL,loonsverhoging + salarisverhoging,36.85
2019-03-01,Netherlands,NL,loonsverhoging + salarisverhoging,36.85
2019-04-01,Netherlands,NL,loonsverhoging + salarisverhoging,36.51
2019-05-01,Netherlands,NL,loonsverhoging + salarisverhoging,35.78
2019-06-01,Netherlands,NL,loonsverhoging + salarisverhoging,34.75
2019-07-01,Netherlands,NL,loonsverhoging + salarisverhoging,34.13
2019-08-01,Netherlands,NL,loonsverhoging + salarisverhoging,33.69
2019-09-01,Netherlands,NL,loonsverhoging + salarisverhoging,33.21
2019-10-01,Netherlands,NL,loonsverhoging + salarisverhoging,33.03
2019-11-01,Netherlands,NL,loonsverhoging + salarisverhoging,33.65
2019-12-01,Netherlands,NL,loonsverhoging + salarisverhoging,35
2020-01-01,Netherlands,NL,loonsverhoging + salarisverhoging,35.87
2020-02-01,Netherlands,NL,loonsverhoging + salarisverhoging,35.95
2020-03-01,Netherlands,NL,loonsverhoging + salarisverhoging,36.04
2020-04-01,Netherlands,NL,loonsverhoging + salarisverhoging,36.49
2020-05-01,Netherlands,NL,loonsverhoging + salarisverhoging,37.42
2020-06-01,Netherlands,NL,loonsverhoging + salarisverhoging,38.45
2020-07-01,Netherlands,NL,loonsverhoging + salarisverhoging,38.92
2020-08-01,Netherlands,NL,loonsverhoging + salarisverhoging,38.88
2020-09-01,Netherlands,NL,loonsverhoging + salarisverhoging,38.56
2020-10-01,Netherlands,NL,loonsverhoging + salarisverhoging,38.13
2020-11-01,Netherlands,NL,loonsverhoging + salarisverhoging,37.05
2020-12-01,Netherlands,NL,loonsverhoging + salarisverhoging,34.93
2021-01-01,Netherlands,NL,loonsverhoging + salarisverhoging,33.35
2021-02-01,Netherlands,NL,loonsverhoging + salarisverhoging,33.15
2021-03-01,Netherlands,NL,loonsverhoging + salarisverhoging,33.28
2021-04-01,Netherlands,NL,loonsverhoging + salarisverhoging,32.91
2021-05-01,Netherlands,NL,loonsverhoging + salarisverhoging,32.04
2021-06-01,Netherlands,NL,loonsverhoging + salarisverhoging,31.28
2021-07-01,Netherlands,NL,loonsverhoging + salarisverhoging,31.37
2021-08-01,Netherlands,NL,loonsverhoging + salarisverhoging,32.15
2021-09-01,Netherlands,NL,loonsverhoging + salarisverhoging,33.39
2021-10-01,Netherlands,NL,loonsverhoging + salarisverhoging,34.99
2021-11-01,Netherlands,NL,loonsverhoging + salarisverhoging,36.55
2021-12-01,Netherlands,NL,loonsverhoging + salarisverhoging,37.79
2022-01-01,Netherlands,NL,loonsverhoging + salarisverhoging,38.69
2022-02-01,Netherlands,NL,loonsverhoging + salarisverhoging,39.95
2022-03-01,Netherlands,NL,loonsverhoging + salarisverhoging,42.52
2022-04-01,Netherlands,NL,loonsverhoging + salarisverhoging,46.4
2022-05-01,Netherlands,NL,loonsverhoging + salarisverhoging,50.62
2022-06-01,Netherlands,NL,loonsverhoging + salarisverhoging,54.21
2022-07-01,Netherlands,NL,loonsverhoging + salarisverhoging,56.97
2022-08-01,Netherlands,NL,loonsverhoging + salarisverhoging,59.77
2022-09-01,Netherlands,NL,loonsverhoging + salarisverhoging,62.86
2022-10-01,Netherlands,NL,loonsverhoging + salarisverhoging,65.95
2022-11-01,Netherlands,NL,loonsverhoging + salarisverhoging,70.17
2022-12-01,Netherlands,NL,loonsverhoging + salarisverhoging,76.42
2023-01-01,Netherlands,NL,loonsverhoging + salarisverhoging,83.16
2023-02-01,Netherlands,NL,loonsverhoging + salarisverhoging,88.03
2023-03-01,Netherlands,NL,loonsverhoging + salarisverhoging,90.37
2023-04-01,Netherlands,NL,loonsverhoging + salarisverhoging,91.21
2023-05-01,Netherlands,NL,loonsverhoging + salarisverhoging,92.24
2023-06-01,Netherlands,NL,loonsverhoging + salarisverhoging,94.11
2023-07-01,Netherlands,NL,loonsverhoging + salarisverhoging,95.81
2023-08-01,Netherlands,NL,loonsverhoging + salarisverhoging,97.17
2023-09-01,Netherlands,NL,loonsverhoging + salarisverhoging,98.82
2023-10-01,Netherlands,NL,loonsverhoging + salarisverhoging,100
2023-11-01,Netherlands,NL,loonsverhoging + salarisverhoging,99.95
2023-12-01,Netherlands,NL,loonsverhoging + salarisverhoging,98.74
2024-01-01,Netherlands,NL,loonsverhoging + salarisverhoging,96.66
2024-02-01,Netherlands,NL,loonsverhoging + salarisverhoging,94.52
2024-03-01,Netherlands,NL,loonsverhoging + salarisverhoging,93.18
2024-04-01,Netherlands,NL,loonsverhoging + salarisverhoging,92.36
2024-05-01,Netherlands,NL,loonsverhoging + salarisverhoging,90.92
2024-06-01,Netherlands,NL,loonsverhoging + salarisverhoging,89.03
2024-07-01,Netherlands,NL,loonsverhoging + salarisverhoging,87.91
2024-08-01,Netherlands,NL,loonsverhoging + salarisverhoging,86.9
2024-09-01,Netherlands,NL,loonsverhoging + salarisverhoging,84.85
2024-10-01,Netherlands,NL,loonsverhoging + salarisverhoging,83
2024-11-01,Netherlands,NL,loonsverhoging + salarisverhoging,80.95
2024-12-01,Netherlands,NL,loonsverhoging + salarisverhoging,78.2
2025-01-01,Netherlands,NL,loonsverhoging + salarisverhoging,75.92
2025-02-01,Netherlands,NL,loonsverhoging + salarisverhoging,75.03
2025-03-01,Netherlands,NL,loonsverhoging + salarisverhoging,74.97
2025-04-01,Netherlands,NL,loonsverhoging + salarisverhoging,74.7
2025-05-01,Netherlands,NL,loonsverhoging + salarisverhoging,74.23
2025-06-01,Netherlands,NL,loonsverhoging + salarisverhoging,73.94
2025-07-01,Netherlands,NL,loonsverhoging + salarisverhoging,73.51
2025-08-01,Netherlands,NL,loonsverhoging + salarisverhoging,72.42
2025-09-01,Netherlands,NL,loonsverhoging + salarisverhoging,70.5
2025-10-01,Netherlands,NL,loonsverhoging + salarisverhoging,68.81
2025-11-01,Netherlands,NL,loonsverhoging + salarisverhoging,68.12
2025-12-01,Netherlands,NL,loonsverhoging + salarisverhoging,67.28
2026-01-01,Netherlands,NL,loonsverhoging + salarisverhoging,66.04
2026-02-01,Netherlands,NL,loonsverhoging + salarisverhoging,64.75
2026-03-01,Netherlands,NL,loonsverhoging + salarisverhoging,63.09
2026-04-01,Netherlands,NL,loonsverhoging + salarisverhoging,61.64
2026-05-01,Netherlands,NL,loonsverhoging + salarisverhoging,60.63
2026-06-01,Netherlands,NL,loonsverhoging + salarisverhoging,59.32
2026-07-01,Netherlands,NL,loonsverhoging + salarisverhoging,57.85
2026-08-01,Netherlands,NL,loonsverhoging + salarisverhoging,56.33
2004-01-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2004-02-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2004-03-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2004-04-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2004-05-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2004-06-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2004-07-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2004-08-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2004-09-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2004-10-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2004-11-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2004-12-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2005-01-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2005-02-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2005-03-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2005-04-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2005-05-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2005-06-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2005-07-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2005-08-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2005-09-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2005-10-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2005-11-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2005-12-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2006-01-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2006-02-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2006-03-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2006-04-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2006-05-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2006-06-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2006-07-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2006-08-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2006-09-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2006-10-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2006-11-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2006-12-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2007-01-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2007-02-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2007-03-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2007-04-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2007-05-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2007-06-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2007-07-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2007-08-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2007-09-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2007-10-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2007-11-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2007-12-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2008-01-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2008-02-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2008-03-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2008-04-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2008-05-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2008-06-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2008-07-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2008-08-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2008-09-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2008-10-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2008-11-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2008-12-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2009-01-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2009-02-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2009-03-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2009-04-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2009-05-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2009-06-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2009-07-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2009-08-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0
2009-09-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0.01
2009-10-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0.01
2009-11-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0.02
2009-12-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0.03
2010-01-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0.05
2010-02-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0.06
2010-03-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0.08
2010-04-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0.11
2010-05-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0.11
2010-06-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0.11
2010-07-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0.11
2010-08-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0.11
2010-09-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0.14
2010-10-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0.18
2010-11-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0.21
2010-12-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0.26
2011-01-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0.3
2011-02-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0.35
2011-03-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0.39
2011-04-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0.44
2011-05-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0.44
2011-06-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0.44
2011-07-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0.44
2011-08-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0.44
2011-09-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0.49
2011-10-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0.53
2011-11-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0.57
2011-12-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0.61
2012-01-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0.65
2012-02-01,Netherlands,NL,minimumloon stijging + minimumloon verhoging,0.69
